"","X","id","name","cname","date","variable","aoi","mean","interpl"
"1",1,1,NA,"X_2019.01.01","2019-01-01","NO2","AOI_BO_City",3.21242820249682,3.21242820249682
"2",2,1,NA,"X_2019.02.01","2019-02-01","NO2","AOI_BO_City",2.93055515613061,2.93055515613061
"3",3,1,NA,"X_2019.03.01","2019-03-01","NO2","AOI_BO_City",3.43914205169198,3.43914205169198
"4",4,1,NA,"X_2019.04.01","2019-04-01","NO2","AOI_BO_City",2.38894812770583,2.38894812770583
"5",5,1,NA,"X_2019.05.01","2019-05-01","NO2","AOI_BO_City",2.25336929004625,2.25336929004625
"6",6,1,NA,"X_2019.06.01","2019-06-01","NO2","AOI_BO_City",2.10784632297552,2.10784632297552
"7",7,1,NA,"X_2019.07.01","2019-07-01","NO2","AOI_BO_City",1.95674667864983,1.95674667864983
"8",8,1,NA,"X_2019.08.01","2019-08-01","NO2","AOI_BO_City",1.73478129929952,1.73478129929952
"9",9,1,NA,"X_2019.09.01","2019-09-01","NO2","AOI_BO_City",1.98119977677499,1.98119977677499
"10",10,1,NA,"X_2019.10.01","2019-10-01","NO2","AOI_BO_City",3.02828597473704,3.02828597473704
"11",11,1,NA,"X_2019.11.01","2019-11-01","NO2","AOI_BO_City",3.43455760970882,3.43455760970882
"12",12,1,NA,"X_2019.12.01","2019-12-01","NO2","AOI_BO_City",2.88194820884812,2.88194820884812
"13",13,1,NA,"X_2020.01.01","2020-01-01","NO2","AOI_BO_City",3.94275144891247,3.94275144891247
"14",14,1,NA,"X_2020.02.01","2020-02-01","NO2","AOI_BO_City",2.92805075411565,2.92805075411565
"15",15,1,NA,"X_2020.03.01","2020-03-01","NO2","AOI_BO_City",2.27941826596088,2.27941826596088
"16",16,1,NA,"X_2020.04.01","2020-04-01","NO2","AOI_BO_City",2.47923541864731,2.47923541864731
"17",17,1,NA,"X_2020.05.01","2020-05-01","NO2","AOI_BO_City",1.86405753575097,1.86405753575097
"18",18,1,NA,"X_2020.06.01","2020-06-01","NO2","AOI_BO_City",1.68538427430062,1.68538427430062
"19",19,1,NA,"X_2020.07.01","2020-07-01","NO2","AOI_BO_City",1.94498522022167,1.94498522022167
"20",20,1,NA,"X_2020.08.01","2020-08-01","NO2","AOI_BO_City",1.68577252216947,1.68577252216947
"21",21,1,NA,"X_2020.09.01","2020-09-01","NO2","AOI_BO_City",1.73924355646382,1.73924355646382
"22",22,1,NA,"X_2020.10.01","2020-10-01","NO2","AOI_BO_City",2.06282011273513,2.06282011273513
"23",23,1,NA,"X_2020.11.01","2020-11-01","NO2","AOI_BO_City",3.22860116168665,3.22860116168665
"24",24,1,NA,"X_2020.12.01","2020-12-01","NO2","AOI_BO_City",4.31732513689868,4.31732513689868
"25",25,1,NA,"X_2021.01.01","2021-01-01","NO2","AOI_BO_City",2.60043758173717,2.60043758173717
"26",26,1,NA,"X_2021.02.01","2021-02-01","NO2","AOI_BO_City",3.25456914269894,3.25456914269894
"27",27,1,NA,"X_2021.03.01","2021-03-01","NO2","AOI_BO_City",3.45278490973769,3.45278490973769
"28",28,1,NA,"X_2021.04.01","2021-04-01","NO2","AOI_BO_City",2.38341599887846,2.38341599887846
"29",29,1,NA,"X_2021.05.01","2021-05-01","NO2","AOI_BO_City",1.9671783481646,1.9671783481646
"30",30,1,NA,"X_2021.06.01","2021-06-01","NO2","AOI_BO_City",2.03725784799166,2.03725784799166
"31",31,1,NA,"X_2021.07.01","2021-07-01","NO2","AOI_BO_City",2.21607343376162,2.21607343376162
"32",32,1,NA,"X_2021.08.01","2021-08-01","NO2","AOI_BO_City",2.59118770943815,2.59118770943815
"33",33,1,NA,"X_2021.09.01","2021-09-01","NO2","AOI_BO_City",2.02022007799357,2.02022007799357
"34",34,1,NA,"X_2021.10.01","2021-10-01","NO2","AOI_BO_City",2.96123810128288,2.96123810128288
"35",35,1,NA,"X_2021.11.01","2021-11-01","NO2","AOI_BO_City",3.88420050654197,3.88420050654197
"36",36,1,NA,"X_2021.12.01","2021-12-01","NO2","AOI_BO_City",2.92249117688993,2.92249117688993
"37",37,1,NA,"X_2022.01.01","2022-01-01","NO2","AOI_BO_City",5.88763218581871,5.88763218581871
"38",38,1,NA,"X_2022.02.01","2022-02-01","NO2","AOI_BO_City",4.272504771127,4.272504771127
"39",39,1,NA,"X_2022.03.01","2022-03-01","NO2","AOI_BO_City",3.15200152898829,3.15200152898829
"40",40,1,NA,"X_2022.04.01","2022-04-01","NO2","AOI_BO_City",2.21304974061646,2.21304974061646
"41",41,1,NA,"X_2022.05.01","2022-05-01","NO2","AOI_BO_City",2.22333493515009,2.22333493515009
"42",42,1,NA,"X_2022.06.01","2022-06-01","NO2","AOI_BO_City",2.16377684272256,2.16377684272256
"43",43,1,NA,"X_2022.07.01","2022-07-01","NO2","AOI_BO_City",1.95655139891489,1.95655139891489
"44",44,1,NA,"X_2022.08.01","2022-08-01","NO2","AOI_BO_City",2.31264370381713,2.31264370381713
"45",45,1,NA,"X_2022.09.01","2022-09-01","NO2","AOI_BO_City",2.11166299367471,2.11166299367471
"46",46,1,NA,"X_2022.10.01","2022-10-01","NO2","AOI_BO_City",3.53432754077796,3.53432754077796
"47",47,1,NA,"X_2022.11.01","2022-11-01","NO2","AOI_BO_City",3.82395371338526,3.82395371338526
"48",48,1,NA,"X_2022.12.01","2022-12-01","NO2","AOI_BO_City",3.33605112913585,3.33605112913585
"49",49,1,NA,"X_2023.01.01","2023-01-01","NO2","AOI_BO_City",2.66307176356014,2.66307176356014
"50",50,1,NA,"X_2023.02.01","2023-02-01","NO2","AOI_BO_City",2.80526365857527,2.80526365857527
"51",51,1,NA,"X_2023.03.01","2023-03-01","NO2","AOI_BO_City",3.10863888172642,3.10863888172642
"52",52,1,NA,"X_2023.04.01","2023-04-01","NO2","AOI_BO_City",3.23700553289991,3.23700553289991
"53",53,1,NA,"X_2023.05.01","2023-05-01","NO2","AOI_BO_City",2.03382584021477,2.03382584021477
"54",54,1,NA,"X_2023.06.01","2023-06-01","NO2","AOI_BO_City",2.49689287466384,2.49689287466384
"55",55,1,NA,"X_2023.07.01","2023-07-01","NO2","AOI_BO_City",2.22270970655671,2.22270970655671
"56",56,1,NA,"X_2023.08.01","2023-08-01","NO2","AOI_BO_City",1.66771548779632,1.66771548779632
"57",57,1,NA,"X_2023.09.01","2023-09-01","NO2","AOI_BO_City",2.03922161007408,2.03922161007408
"58",58,1,NA,"X_2023.10.01","2023-10-01","NO2","AOI_BO_City",3.50718452439889,3.50718452439889
"59",59,1,NA,"X_2023.11.01","2023-11-01","NO2","AOI_BO_City",3.87208247479645,3.87208247479645
"60",60,1,NA,"X_2023.12.01","2023-12-01","NO2","AOI_BO_City",3.01251626746155,3.01251626746155
"61",61,1,NA,"X_2024.01.01","2024-01-01","NO2","AOI_BO_City",3.88529379433267,3.88529379433267
"62",62,1,NA,"X_2024.02.01","2024-02-01","NO2","AOI_BO_City",3.37794543693866,3.37794543693866
"63",63,1,NA,"X_2024.03.01","2024-03-01","NO2","AOI_BO_City",2.52042040504478,2.52042040504478
"64",64,1,NA,"X_2024.04.01","2024-04-01","NO2","AOI_BO_City",2.98904909980013,2.98904909980013
"65",65,1,NA,"X_2024.05.01","2024-05-01","NO2","AOI_BO_City",2.18631215773723,2.18631215773723
"66",66,1,NA,"X_2024.06.01","2024-06-01","NO2","AOI_BO_City",1.97753735165712,1.97753735165712
"67",67,1,NA,"X_2024.07.01","2024-07-01","NO2","AOI_BO_City",1.9207680276262,1.9207680276262
"68",68,1,NA,"X_2024.08.01","2024-08-01","NO2","AOI_BO_City",1.57944405715502,1.57944405715502
"69",69,1,NA,"X_2024.09.01","2024-09-01","NO2","AOI_BO_City",2.42136425684057,2.42136425684057
"70",70,1,NA,"X_2024.10.01","2024-10-01","NO2","AOI_BO_City",2.74291650908131,2.74291650908131
"71",71,1,NA,"X_2024.11.01","2024-11-01","NO2","AOI_BO_City",3.41271134744869,3.41271134744869
"72",72,1,NA,"X_2024.12.01","2024-12-01","NO2","AOI_BO_City",3.75239410954447,3.75239410954447
